cyclomatic_complexity,halstead_volume,maintainability_index,loc,defect_risk,source
31,10980.1,19.56,373,High,nasa_kc1
2,10,100,1,Low,nasa_kc1
2,819.37,100,8,Low,nasa_kc1
11,9061.16,32.64,235,High,nasa_kc1
1,10,100,11,Low,nasa_kc1
2,614.97,96.04,32,Low,synthetic
30,18533.7,12.781887975298318,87,High,nasa_kc1
1,10,89.97,70,Low,nasa_pc1
1,98.11,100,6,Low,nasa_pc1
4,186.55,81.59,44,Low,nasa_kc1
1,1663.84,89.45,14,Low,nasa_kc1
1,10,98.25,42,Low,nasa_kc1
3,1549.33,100,3,Low,nasa_kc1
4,10,87.12,80,Low,nasa_pc1
4,55.9,99.08,22,Low,nasa_kc1
20,6148.26,44.88,299,High,synthetic
7,1485.9,82.36,23,Low,synthetic
9,4332.7,64.18443442702839,18,Medium,nasa_kc2
13,435.52,55.46,148,Medium,nasa_kc1
24,17475.05,0,253,High,nasa_kc1
3,267.1,100,4,Low,nasa_kc1
33,10720.32,13.75,356,High,synthetic
2,132.69,100,1,Low,nasa_kc2
12,1633.88,75.69,199,Medium,synthetic
32,9349.55,1.4412444537562124,286,High,nasa_kc1
8,2419.13,47.26,152,Medium,nasa_kc1
12,2626.88,62.81,111,Medium,synthetic
2,1358.06,63.97,71,Low,nasa_kc1
16,3910.46,72.33479572262499,17,Medium,nasa_pc1
1,448.07,100,1,Low,nasa_kc2
1,860.18,93.19,83,Low,synthetic
11,6493.56,24.036802823123594,178,High,nasa_kc1
1,426.51,90.75,20,Low,nasa_pc1
1,384.64,84.72,30,Low,nasa_kc1
13,10,100,16,Low,nasa_kc1
4,2149.83,59.81,77,Medium,nasa_kc1
20,8745.98,36.78,162,High,nasa_pc1
2,573.49,91.61,17,Low,nasa_kc1
15,14201.5,100,1,Medium,nasa_kc1
8,10,89.07,67,Low,nasa_pc1
9,2833.32,92.0,9,Low,nasa_kc1
5,4428.45,68.6,35,Medium,nasa_kc1
1,10,100,9,Low,nasa_kc1
10,77.85,67.97631344942289,50,Low,nasa_kc1
22,9294.47,21.59887190578718,69,High,nasa_kc1
2,311.78,92.15,20,Low,nasa_pc1
2,106.8,99.43,18,Low,nasa_pc1
25,4191.36,50.1,84,High,nasa_kc1
1,168.79,77.77,60,Low,nasa_kc1
1,457.64,95.04,15,Low,nasa_kc1
20,10,51.21136030445349,116,Medium,nasa_kc1
2,219.05,100,4,Low,nasa_pc1
11,8962.42,100,1,Medium,nasa_kc2
4,10,81.61128819387267,28,Low,nasa_kc2
6,2407.95,63.35,58,Medium,nasa_pc1
2,579.79,89.75,19,Low,nasa_pc1
4,10,100,7,Low,nasa_pc1
1,429.25,87.76,24,Low,nasa_kc1
9,7378.44,91.48076695134861,1,Medium,nasa_pc1
4,269.92,78.6,47,Low,nasa_pc1
5,4200.06,64.8,45,Medium,nasa_pc1
2,10,100,1,Low,nasa_pc1
11,1706.93,44.51,193,High,nasa_kc1
1,1383.23,100,1,Low,nasa_kc1
5,1093.92,91.91,13,Low,nasa_pc1
4,10,83.91594142020767,1,Low,nasa_kc1
4,176.61,92.38,23,Low,nasa_kc1
1,3837.26,61.26,61,Medium,nasa_kc1
2,154.56,100,1,Low,nasa_kc2
5,4721.81,75.60568634307725,1,Medium,nasa_kc1
7,3292.33,75.26,249,Medium,synthetic
28,6108.86,32.12,334,High,synthetic
4,429.97,93.63,16,Low,nasa_kc1
4,283.9,67.63,91,Low,nasa_kc1
4,1906.08,57.2,94,Medium,nasa_pc1
1,10,100,8,Low,nasa_kc1
3,10,100,2,Low,nasa_kc1
5,1824.45,100,1,Low,nasa_pc1
2,2218.32,63.62,62,Medium,nasa_kc1
2,1230.14,88.05,18,Low,synthetic
1,24.86,100,4,Low,nasa_pc1
3,10,100,29,Low,nasa_pc1
2,521.96,100,5,Low,nasa_kc1
1,477.12,97.15,13,Low,nasa_pc1
5,10,100,1,Low,nasa_kc1
4,462.34,83.62,29,Low,nasa_kc1
22,10,54.29456940231913,157,High,nasa_kc1
20,10763.61,38.90461433318734,76,High,nasa_kc1
1,570.97,73.14,54,Low,nasa_kc1
7,26.64,91.39,43,Low,nasa_kc2
23,9268.77,15.36,475,High,synthetic
2,145.4,100,1,Low,nasa_kc2
6,2602.41,76.33168366995862,12,Medium,nasa_pc1
6,1167.94,93.59,54,Low,synthetic
8,10,88.59,69,Low,nasa_kc2
6,1167.85,92.28,37,Low,synthetic
6,1435.35,92.43,84,Low,synthetic
1,471.59,82.11,33,Low,nasa_kc1
5,530.58,93.35,15,Low,nasa_kc1
2,615.1,100,5,Low,nasa_pc1
2,2717.98,84.5,16,Low,nasa_pc1
4,2842.81,62.4,60,Medium,nasa_pc1
26,14571.84,41.99,519,High,synthetic
8,5895.72,82.84100373611261,3,Medium,nasa_kc1
3,352.54,100,1,Low,nasa_pc1
18,8013.31,14.202915468488037,247,High,nasa_kc1
6,10,54.78381591413688,147,Medium,nasa_kc1
5,2668.6,100,5,Low,nasa_pc1
14,5697.42,55.69,63,High,nasa_pc1
2,2639.66,49.3706203509646,34,Medium,nasa_kc2
5,2801.23,52.28,111,Medium,nasa_kc1
6,3346.42,100,4,Low,nasa_kc2
4,4043.52,54.92,85,Medium,nasa_kc1
6,10,56.95186413954242,87,Medium,nasa_kc1
4,10,100,1,Low,nasa_kc1
11,2752.16,65.41,157,Medium,synthetic
1,502.14,100,1,Low,nasa_kc1
6,1066.23,83.29,22,Low,nasa_kc2
5,4175.86,84.95,13,Low,nasa_pc1
26,14064.82,21.07,555,High,synthetic
11,4523.5,67.33,94,Medium,synthetic
1,1155.34,100,8,Low,nasa_kc2
7,3645.41,51.27,136,Medium,synthetic
4,1005.29,73.58,42,Low,nasa_pc1
6,557.48,78.3810666055077,5,Low,nasa_kc2
22,4449.13,54.25,221,High,synthetic
23,10,47.726435686132604,162,High,nasa_kc1
6,4522.57,57.1,124,Medium,synthetic
20,10,84.92,73,Medium,nasa_kc2
15,4024.14,50.11,98,High,nasa_pc1
7,2986.51,69.28,37,Medium,nasa_kc1
4,10,100,14,Low,nasa_kc1
1,651.62,80.43,33,Low,nasa_pc1
4,312.25,79.09,6,Low,synthetic
1,165.65,94.88,21,Low,nasa_kc1
29,5911.02,48.06,322,High,synthetic
3,122.14,100,1,Low,nasa_kc2
15,10738.6,54.53,294,High,synthetic
1,307.2,100,5,Low,nasa_kc2
1,10,100,1,Low,nasa_kc1
6,3240.05,51.9,95,Medium,synthetic
31,7371.53,41.09190346206519,44,High,nasa_kc1
7,2107.66,41.6916700791361,46,Medium,nasa_kc1
4,701.91,75.45,42,Low,nasa_kc1
12,3639.09,33.128260425850016,167,High,nasa_kc1
1,277.68,100,1,Low,nasa_kc2
6,3234.63,63.9,51,Medium,nasa_pc1
2,4353.42,100,1,Low,nasa_pc1
8,3827.05,48.49165090887421,45,Medium,nasa_kc1
5,3595.52,100,1,Low,nasa_pc1
13,16751.18,32.34396770436898,88,High,nasa_kc1
14,8181.23,34.54,207,High,nasa_kc1
3,507.62,86.52,91,Low,synthetic
4,1686.19,53.16652229159172,50,Medium,nasa_pc1
1,877.71,89.63,17,Low,nasa_kc1
6,8856.97,46.51,108,High,nasa_kc1
14,17399.56,22.91,333,High,nasa_kc1
28,14480.15,14.97,425,High,synthetic
3,3353.37,65.73,47,Low,nasa_kc2
2,334.77,100,4,Low,nasa_kc2
3,492.09,66.11,85,Low,nasa_kc2
1,311.7,100,8,Low,nasa_pc1
34,8125.21,9.914915054227784,153,High,nasa_kc1
22,9951.06,72.3036413726944,1,High,nasa_kc1
1,42.85,100,19,Low,nasa_pc1
7,2555.95,71.95,33,Medium,nasa_kc1
36,19530.57,0,313,High,nasa_kc1
12,4314.39,50.94,95,High,nasa_kc1
18,10,56.10181238449189,174,High,nasa_kc1
2,1274.99,85.66,19,Low,nasa_kc1
3,531.14,100,1,Low,nasa_pc1
5,2642.8,53.79,103,Medium,nasa_kc2
5,90.51,71.02234153039947,7,Low,nasa_kc1
12,4879.66,55.41,194,High,synthetic
4,1191.58,96.5,40,Low,synthetic
5,323.43,76.25,66,Low,synthetic
18,14009.86,12.91,549,High,synthetic
9,1346.19,72.97,37,Low,nasa_kc1
9,5653.69,12.410263595334737,177,High,nasa_kc1
9,1698.95,49.88334762309064,37,Medium,nasa_kc2
6,10,85.49,86,Low,nasa_kc1
14,7232.0,81.11004398545803,4,Medium,nasa_kc1
25,13504.59,15.85,374,High,synthetic
8,2128.34,65.58,110,Medium,synthetic
4,450.09,100,4,Low,nasa_kc1
6,10,78.77526894900457,45,Low,nasa_pc1
1,1284.9,95.66,13,Low,synthetic
9,1979.46,46.724384868256166,48,Medium,nasa_kc2
2,374.17,91.2,20,Low,nasa_pc1
24,2408.51,9.839850203200932,299,High,nasa_kc1
5,346.68,100,2,Low,nasa_pc1
2,763.01,65.87,76,Low,nasa_pc1
4,2186.81,89.76401034113452,1,Low,nasa_pc1
3,2734.3,100,1,Low,nasa_kc1
1,10,100,28,Low,nasa_kc1
2,10,100,10,Low,nasa_kc1
3,232.91,96.07,17,Low,nasa_kc2
2,4577.07,100,1,Low,nasa_kc2
6,939.95,90.15,15,Low,nasa_pc1
10,2742.1,88.16443907962578,5,Low,nasa_kc1
3,1497.41,87.93,64,Low,synthetic
5,10,100,1,Low,nasa_pc1
28,3337.09,44.82,120,High,nasa_kc1
2,960.35,79.2,31,Low,nasa_kc1
2,10,89.51,71,Low,nasa_kc1
4,635.17,83.13,27,Low,nasa_kc1
2,10,100,16,Low,nasa_pc1
16,1801.11,47.61111180977592,59,High,nasa_kc2
1,129.4,100,15,Low,nasa_pc1
2,3863.4,44.66245464142632,38,Medium,nasa_kc2
4,2718.35,81.26,19,Low,nasa_kc1
18,6182.41,12.204181445209972,348,High,nasa_kc1
8,10,86.53468086398897,1,Low,nasa_kc1
3,7864.86,47.97,107,Medium,nasa_kc1
1,10,100,32,Low,nasa_kc1
13,5214.29,100,1,Medium,nasa_pc1
1,10,90.68,67,Low,nasa_pc1
7,3019.14,65.53,121,Medium,synthetic
17,3809.98,30.191348153401847,122,High,nasa_kc1
16,12027.51,10.54,371,High,synthetic
5,4788.71,66.44,39,Medium,nasa_kc1
25,11933.19,9.805168885214876,304,High,nasa_kc1
5,10,100,6,Low,nasa_kc1
4,69.82,89.40736581795939,1,Low,nasa_pc1
1,40.37,100,11,Low,nasa_pc1
11,3316.74,59.055518972012194,13,Medium,nasa_kc1
6,3141.34,61.42,60,Medium,nasa_pc1
6,453.93,92.3,86,Low,synthetic
1,146.96,100,4,Low,nasa_kc1
6,1808.74,68.37,150,Medium,synthetic
4,178.89,83.64,9,Low,synthetic
6,2490.7,70.53,240,Medium,synthetic
1,10,97.49,44,Low,nasa_kc2
8,22297.52,41.4,107,High,nasa_kc1
32,14105.32,38.33,485,High,synthetic
5,6031.46,74.51,22,Medium,nasa_kc1
2,734.15,86.91,21,Low,nasa_kc1
5,753.64,89.14,50,Low,synthetic
10,1483.62,45.64,191,Medium,nasa_kc2
12,3446.98,66.31,219,Medium,synthetic
11,6596.85,35.44,219,High,nasa_kc1
1,1048.82,82.46,25,Low,nasa_kc1
3,10,100,1,Low,nasa_kc1
8,7408.23,53.1,74,Medium,nasa_pc1
1,10,100,36,Low,nasa_kc2
1,10,100,7,Low,nasa_pc1
5,2201.83,70.48,39,Low,nasa_kc1
2,10,100,17,Low,nasa_pc1
3,1240.41,100,1,Low,nasa_pc1
17,11232.87,33.93,596,High,synthetic
8,167.49,67.77,101,Low,nasa_kc1
3,920.37,84.03,23,Low,nasa_pc1
2,751.41,100,1,Low,nasa_kc1
7,10,90.38755178115034,39,Low,nasa_pc1
1,452.24,76.95,46,Low,nasa_kc1
1,10,100,1,Low,nasa_pc1
5,910.77,86.83,69,Low,synthetic
35,12942.15,19.516820372028203,54,High,nasa_kc1
1,4412.26,56.35,79,Medium,nasa_pc1
10,5493.09,61.9,46,Medium,nasa_pc1
2,388.74,100,5,Low,nasa_kc1
2,424.87,100,1,Low,nasa_kc1
2,3839.74,67.07,42,Low,nasa_kc2
10,10,66.333715531553,82,Low,nasa_kc1
15,7713.69,38.62373045018417,28,High,nasa_kc1
7,5051.86,54.47,78,Medium,nasa_kc1
2,224.86,100,1,Low,nasa_pc1
30,8268.19,20.78,468,High,synthetic
7,5028.89,36.60283925829621,86,High,nasa_kc1
5,6831.84,49.13602271079699,34,Medium,nasa_pc1
2,156.87,99.34,16,Low,nasa_pc1
1,1088.19,98.58,39,Low,synthetic
1,464.64,100,4,Low,nasa_pc1
22,16617.32,29.54455610715958,90,High,nasa_kc1
22,12466.78,33.51,373,High,synthetic
5,677.76,67.84,67,Low,nasa_kc1
1,506.19,100,8,Low,nasa_kc1
11,3592.21,38.240308883980006,77,High,nasa_kc1
1,435.37,79.82,39,Low,nasa_kc1
4,1101.72,63.5,76,Low,nasa_kc1
12,4924.99,82.17255021156217,1,Medium,nasa_kc1
1,537.91,100,1,Low,nasa_pc1
14,917.24,67.39,55,Medium,nasa_pc1
3,10,100,19,Low,nasa_kc1
1,558.73,100,9,Low,nasa_pc1
18,3002.69,50.3,102,High,nasa_kc1
8,11018.81,61.125873794478025,20,High,nasa_kc1
4,10,89.28,70,Low,nasa_pc1
4,371.74,80.38,38,Low,nasa_kc2
1,329.86,89.82,23,Low,nasa_kc1
34,7990.34,28.51,293,High,synthetic
12,10,75.98,142,Medium,nasa_pc1
6,148.4,67.75071841581278,47,Low,nasa_kc1
4,611.56,79.59,34,Low,nasa_kc1
4,309.0,84.8,36,Low,synthetic
1,467.26,100,3,Low,nasa_kc1
7,3710.25,63.74,93,Medium,synthetic
1,3326.02,100,5,Low,nasa_kc1
12,1008.34,60.69,83,Medium,nasa_pc1
1,2781.66,65.52,52,Low,nasa_kc1
4,4998.51,79.89,17,Medium,nasa_kc1
5,628.94,84.2,25,Low,nasa_pc1
18,10127.79,39.4,330,High,synthetic
4,1221.61,76.63,99,Low,synthetic
15,8644.19,10.704859770813787,323,High,nasa_kc1
5,420.39,78.68,40,Low,nasa_pc1
9,1256.55,73.48,140,Low,synthetic
21,8452.83,8.862321865134572,328,High,nasa_kc1
10,2042.38,74.07,210,Medium,synthetic
7,4178.65,55.88,76,Medium,nasa_kc1
1,234.41,100,1,Low,nasa_pc1
3,1055.85,84.03,22,Low,nasa_kc1
1,2663.06,100,1,Low,nasa_kc1
3,1604.6,100,1,Low,nasa_kc2
19,6256.97,37.14,179,High,nasa_kc1
2,775.25,54.069202688075535,54,Low,nasa_kc1
24,10,74.9,128,Medium,nasa_kc1
1,138.03,95.07,22,Low,nasa_pc1
1,847.03,100,1,Low,nasa_kc1
2,877.07,78.66,33,Low,nasa_kc2
25,4677.87,50.68,408,High,synthetic
1,10,100,1,Low,nasa_pc1
3,543.92,97.3,12,Low,nasa_kc2
1,380.75,84.77,30,Low,nasa_kc1
1,1390.31,100,1,Low,nasa_kc1
1,43.21,100,23,Low,nasa_kc1
19,12554.48,20.53,399,High,nasa_kc1
2,4543.3,60.69,59,Medium,nasa_pc1
32,11639.82,11.19,598,High,synthetic
3,1331.85,100,1,Low,nasa_pc1
1,435.01,89.1,22,Low,nasa_pc1
3,10,84.0725110904383,16,Low,nasa_kc2
1,1061.79,75.61,38,Low,nasa_kc1
14,10215.25,85.95465264088274,1,Medium,nasa_kc1
6,10,100,6,Low,nasa_kc1
26,4449.28,15.420729508545325,333,High,nasa_kc1
2,371.47,88.95,99,Low,synthetic
9,5651.4,47.42,113,Medium,nasa_kc2
11,7483.41,42.38,137,High,nasa_kc2
2,717.82,80.71,31,Low,nasa_pc1
14,3582.28,63.37,199,High,synthetic
3,803.44,79.9,31,Low,nasa_kc1
2,10,94.25,53,Low,nasa_kc1
4,2357.12,50.0,137,Medium,nasa_pc1
2,1021.08,79.59,27,Low,synthetic
18,7991.97,36.35,443,High,synthetic
3,507.29,89.39,20,Low,nasa_kc1
15,13640.21,34.22689229223821,76,High,nasa_kc1
15,8781.73,43.32,116,High,nasa_kc1
1,10,100,6,Low,nasa_kc1
2,10,100,24,Low,nasa_pc1
1,281.97,83.84,35,Low,nasa_kc1
4,1067.31,73.66,41,Low,nasa_pc1
1,211.47,100,3,Low,nasa_pc1
11,10,100,30,Low,nasa_kc1
12,3335.27,55.22,181,High,synthetic
2,900.27,64.8,77,Low,nasa_pc1
1,663.4,100,1,Low,nasa_kc1
2,161.91,74.14,75,Low,nasa_pc1
6,7071.51,43.94,136,Medium,nasa_pc1
1,1064.03,100,1,Low,nasa_kc1
8,10,86.0,81,Low,nasa_kc2
3,317.25,94.49,10,Low,synthetic
2,1032.45,88.56,17,Low,nasa_kc1
3,1314.11,81.86,53,Low,synthetic
1,356.19,100,1,Low,nasa_pc1
21,10981.06,49.67,67,High,nasa_kc1
4,644.21,81.02,15,Low,synthetic
4,2458.16,65.16,53,Low,nasa_kc1
1,634.78,90.06,77,Low,synthetic
6,779.27,61.134579907480564,18,Medium,nasa_kc1
1,341.27,88.29,25,Low,nasa_pc1
8,7371.99,77.94,16,Medium,nasa_kc1
1,10,100,21,Low,nasa_kc2
1,882.1,96.66,11,Low,nasa_kc1
2,798.46,100,5,Low,nasa_kc1
1,10,100,6,Low,nasa_pc1
8,4794.19,73.6,24,Medium,nasa_kc2
3,10,100,20,Low,nasa_kc2
5,696.35,83.29,94,Low,synthetic
4,429.08,88.48,22,Low,nasa_kc1
29,6811.13,20.87,328,High,synthetic
1,590.99,87.51,22,Low,nasa_pc1
3,10,80.51,122,Low,nasa_kc1
16,12017.97,16.9,276,High,synthetic
32,12000.24,13.3,498,High,synthetic
3,601.56,91.13,17,Low,nasa_kc1
2,10,100,20,Low,nasa_kc1
6,4834.72,68.86,33,Medium,nasa_kc1
1,34.72,100,20,Low,nasa_kc1
2,2362.45,70.39,40,Low,nasa_pc1
3,545.41,85.4,25,Low,nasa_kc1
1,60.47,100,11,Low,nasa_pc1
6,1467.57,72.92,105,Low,synthetic
3,374.08,86.11,27,Low,nasa_pc1
3,203.26,84.56594534817795,1,Low,nasa_pc1
25,8947.95,5.320475210568709,203,High,nasa_kc1
3,10,90.71,65,Low,nasa_kc2
9,3700.52,68.46,126,Medium,synthetic
9,2016.18,100,1,Low,nasa_pc1
1,968.7,83.53,24,Low,nasa_kc1
13,4554.27,38.78,195,High,nasa_kc1
5,4644.9,52.78515093303144,25,Medium,nasa_kc2
2,998.61,100,1,Low,nasa_kc1
6,4495.92,91.23439615361943,1,Medium,nasa_kc2
5,651.27,98.14,7,Low,synthetic
7,544.55,86.17,74,Low,synthetic
20,5092.84,8.18951052918727,218,High,nasa_kc1
5,10,100,30,Low,nasa_pc1
1,353.1,100,1,Low,nasa_pc1
6,2943.91,60.97,63,Medium,nasa_pc1
6,2407.04,55.02,97,Medium,nasa_pc1
1,442.04,87.61,24,Low,nasa_kc1
14,9437.26,34.52,198,High,nasa_kc1
1,451.63,89.66,21,Low,nasa_kc1
3,1093.56,61.21,89,Low,nasa_kc1
2,689.95,100,1,Low,nasa_kc1
7,950.2,91.72,17,Low,synthetic
1,10,100,6,Low,nasa_pc1
3,736.52,69.12,62,Low,nasa_kc1
3,260.42,100,12,Low,nasa_kc1
1,310.28,100,1,Low,nasa_pc1
2,55.8,100,12,Low,nasa_kc1
2,194.45,100,14,Low,nasa_pc1
3,399.4,100,8,Low,nasa_pc1
20,7474.78,4.9009270390061666,208,High,nasa_kc1
12,9240.1,61.83,38,High,nasa_kc1
1,10,100,1,Low,nasa_kc1
5,234.11,77.56,86,Low,synthetic
9,4715.7,56.35,69,Medium,nasa_kc1
1,10,100,1,Low,nasa_pc1
20,11451.0,46.8,397,High,synthetic
7,807.9,81.47,77,Low,synthetic
1,882.18,88.09,18,Low,synthetic
2,3904.56,73.55,28,Low,nasa_kc2
4,448.41,83.78,29,Low,nasa_pc1
13,2034.8,56.72,213,High,synthetic
5,3051.41,49.91,125,Medium,nasa_pc1
19,6785.49,33.23,222,High,nasa_kc1
3,547.8,98.23,83,Low,synthetic
2,604.92,84.45,26,Low,nasa_kc1
3,2754.99,93.52,9,Low,nasa_pc1
3,10,92.28,59,Low,nasa_pc1
1,10,95.75,49,Low,nasa_kc1
8,8217.7,54.41,66,High,nasa_kc1
3,320.72,91.65,82,Low,synthetic
6,6454.47,40.8,170,High,nasa_kc2
1,4405.89,52.7,99,Medium,nasa_kc1
3,10,80.54440735098666,15,Low,nasa_kc1
9,1529.67,48.65387119620638,53,Medium,nasa_kc1
9,6306.04,26.530838916409827,134,High,nasa_pc1
1,767.83,100,1,Low,nasa_pc1
8,4083.71,63.99,214,High,synthetic
8,353.58,100,10,Low,nasa_kc1
5,2260.71,66.64,49,Low,nasa_pc1
12,10,82.91842149924,14,Low,nasa_kc1
12,2409.42,77.48,159,Medium,synthetic
7,2083.47,65.96,51,Medium,nasa_kc1
2,794.34,76.38,66,Low,synthetic
4,4117.74,25.66947582710219,162,High,nasa_kc1
9,1343.81,69.81,45,Low,nasa_pc1
11,5443.86,47.89,108,High,nasa_kc1
5,10,74.99425503314322,28,Low,nasa_kc1
2,4685.48,76.51,22,Medium,nasa_kc1
14,8974.25,35.71,187,High,nasa_kc1
5,10,100,14,Low,nasa_pc1
1,140.78,100,14,Low,nasa_pc1
17,5575.03,59.86,47,High,nasa_kc1
14,4323.64,66.88,107,Medium,synthetic
4,1880.8,66.86,52,Low,nasa_pc1
16,14973.96,21.4,597,High,synthetic
29,19301.63,15.79,404,High,nasa_kc1
1,318.78,100,1,Low,nasa_pc1
4,345.74,71.57,67,Low,nasa_pc1
37,10288.43,7.08601549331215,305,High,nasa_kc1
16,3917.99,71.37777724344141,1,Medium,nasa_kc1
26,4478.49,15.148657144397639,232,High,nasa_kc1
6,223.02,90.37,69,Low,synthetic
8,451.08,63.046995172737056,17,Medium,nasa_kc1
26,10174.81,21.72111693367737,120,High,nasa_kc1
6,1453.73,88.33,10,Low,synthetic
4,1124.47,100,7,Low,nasa_kc1
6,981.8,75.65,23,Low,synthetic
1,584.13,91.75,17,Low,nasa_pc1
2,10,100,30,Low,nasa_pc1
35,10918.08,5.223489261714359,164,High,nasa_kc1
5,9747.71,100,1,Medium,nasa_kc1
2,10,100,4,Low,nasa_kc1
5,1306.06,87.63,16,Low,nasa_kc1
2,3129.21,100,1,Low,nasa_pc1
3,895.62,80.76,92,Low,synthetic
1,978.93,97.66,10,Low,nasa_kc1
3,10,100,18,Low,nasa_pc1
14,14192.01,39.82,417,High,synthetic
4,10,88.16,75,Low,nasa_pc1
5,706.38,93.98,84,Low,synthetic
7,4875.68,74.07,169,Medium,synthetic
7,3571.32,46.7970329184552,90,Medium,nasa_pc1
2,939.54,76.45,37,Low,nasa_kc1
3,5347.62,58.45954805766391,38,Medium,nasa_kc2
1,7263.9,59.33,56,Medium,nasa_kc1
15,15724.09,36.79,144,High,nasa_kc1
11,10,91.29,56,Low,nasa_kc1
2,868.94,91.48,15,Low,nasa_pc1
7,3568.21,67.27,81,Medium,synthetic
4,520.04,75.54,46,Low,nasa_pc1
13,3640.46,50.42,158,High,synthetic
1,21.05,100,6,Low,nasa_pc1
33,17932.65,25.448645523988734,63,High,nasa_kc1
19,5418.68,27.73,335,High,nasa_kc1
4,2618.57,66.44,48,Low,nasa_pc1
14,650.98,75.8222226782795,1,Medium,nasa_kc1
7,1268.11,63.88,68,Medium,nasa_kc1
5,621.64,77.11142931579228,20,Low,nasa_pc1
2,206.17,100,1,Low,nasa_pc1
2,264.36,77.22,53,Low,nasa_pc1
6,10,83.87,95,Low,nasa_kc2
1,1033.56,78.53,32,Low,nasa_kc1
2,174.83,100,3,Low,nasa_pc1
27,12815.54,24.450957155029364,142,High,nasa_kc1
14,4153.26,57.75,248,High,synthetic
5,404.82,94.91,6,Low,synthetic
3,783.43,67.3,68,Low,nasa_kc2
1,10,100,1,Low,nasa_kc1
9,2381.14,75.87,136,Medium,synthetic
29,18469.91,5.696213660257001,396,High,nasa_kc1
6,114.27,93.6,32,Low,synthetic
4,4637.18,60.13,59,Medium,nasa_kc1
9,1307.87,67.14,116,Low,synthetic
18,8136.96,45.11,102,High,nasa_kc1
8,3303.71,77.87379713004484,2,Medium,nasa_kc1
1,10,100,8,Low,nasa_kc1
8,10,100,22,Low,nasa_kc1
9,4108.03,100,1,Medium,nasa_kc1
9,1958.46,71.02,37,Medium,nasa_kc1
2,151.52,100,5,Low,nasa_pc1
11,1264.86,36.40038237062612,61,Medium,nasa_kc1
5,1416.07,83.43,96,Low,synthetic
6,3077.56,70.85,116,Medium,synthetic
10,7067.85,49.71,90,Medium,nasa_pc1
2,10,100,36,Low,nasa_kc1
8,10,97.84,39,Low,nasa_kc1
7,5491.2,21.434692828173272,157,High,nasa_kc1
7,212.72,43.646542222023236,157,Medium,nasa_kc2
6,439.46,92.66,99,Low,synthetic
4,232.03,94.06,19,Low,nasa_kc1
1,10,100,30,Low,nasa_kc1
2,906.8,100,7,Low,nasa_kc1
3,440.87,87.16,24,Low,nasa_kc1
3,2463.23,40.07329063211632,63,Medium,nasa_kc1
7,3100.23,100,1,Low,nasa_kc1
9,4199.08,60.47,131,Medium,synthetic
7,178.06,85.19,48,Low,synthetic
4,5591.14,82.14171736581999,1,Low,nasa_kc1
3,8750.61,61.44,45,Medium,nasa_kc1
13,2522.9,36.31388686044508,87,High,nasa_kc1
4,1398.82,84.41,86,Low,synthetic
4,4905.92,88.59,10,Low,nasa_pc1
7,10,100,2,Low,nasa_kc2
1,10,100,2,Low,nasa_pc1
1,508.58,100,8,Low,nasa_kc1
17,13486.79,44.28,454,High,synthetic
34,9190.56,38.09,240,High,synthetic
1,79.9,100,1,Low,nasa_kc1
12,5408.7,41.06,376,High,synthetic
5,5035.36,38.02374299073799,81,Medium,nasa_kc1
3,277.05,84.42,33,Low,nasa_kc2
2,604.32,81.61,31,Low,nasa_kc2
1,54.27,97.22,26,Low,nasa_kc1
15,8241.62,24.47087881564218,138,High,nasa_kc1
15,12834.02,54.02,386,High,synthetic
12,10,81.43814202230355,49,Low,nasa_kc1
1,10,100,30,Low,nasa_kc2
2,775.76,82.55,27,Low,nasa_kc1
2,1052.4,100,1,Low,nasa_kc1
38,19645.19,0,334,High,nasa_kc1
1,10,100,34,Low,nasa_kc1
21,12876.74,54.34,411,High,synthetic
1,853.97,100,1,Low,nasa_kc1
35,11111.5,24.49,215,High,synthetic
11,5006.66,58.66974513596251,37,High,nasa_pc1
12,2293.95,77.28,102,Medium,synthetic
19,7587.73,26.30187519247788,77,High,nasa_kc1
3,2803.4,75.05,28,Low,nasa_kc1
8,6550.54,40.55,167,High,nasa_pc1
1,584.61,100,3,Low,nasa_pc1
7,6977.5,52.58,79,Medium,nasa_pc1
13,9838.15,16.176037708540505,167,High,nasa_kc2
6,10,100,3,Low,nasa_kc1
30,10614.94,3.5239154354586475,394,High,nasa_kc1
10,10,78.0,129,Low,nasa_kc1
1,414.87,87.28,25,Low,nasa_kc2
2,1877.81,100,1,Low,nasa_kc1
11,3781.67,67.38,220,Medium,synthetic
23,5650.93,40.85,139,High,nasa_kc1
3,10,84.91,93,Low,nasa_kc1
1,10,100,26,Low,nasa_kc1
1,10,100,7,Low,nasa_pc1
1,10,100,26,Low,nasa_pc1
1,171.62,94.69,21,Low,nasa_pc1
1,61.4,100,2,Low,nasa_kc2
2,97.33,100,1,Low,nasa_kc1
22,9594.66,36.0058543240165,44,High,nasa_kc1
18,9696.55,0,324,High,nasa_kc1
20,8137.47,33.83,199,High,nasa_kc1
33,9750.15,29.34,528,High,synthetic
1,135.23,100,14,Low,nasa_kc1
2,288.64,100,4,Low,nasa_kc1
9,10,81.16401714378071,33,Low,nasa_kc1
7,495.96,98.27,11,Low,nasa_kc1
29,11335.58,0,228,High,nasa_kc1
7,8079.25,35.29139448645081,108,High,nasa_kc1
